set A :=
(47, 58, 59, 48)
(58, 69, 70, 59)
(69, 80, 81, 70)
(4, 15, 16, 5)
(15, 26, 27, 16)
(70, 81, 82, 71)
(81, 92, 93, 82)
(103, 114, 115, 104)
(27, 38, 39, 28)
(49, 60, 61, 50)
(82, 93, 94, 83)
(104, 115, 116, 105)
(6, 17, 18, 7)
(72, 83, 84, 73)
(83, 94, 95, 84)
(94, 105, 106, 95)
(18, 29, 30, 19)
(40, 51, 52, 41)
(62, 73, 74, 63)
(8, 19, 20, 9)
(19, 30, 31, 20)
(30, 41, 42, 31)
(63, 74, 75, 64)
(74, 85, 86, 75)
(107, 118, 119, 108)
(31, 42, 43, 32)
(53, 64, 65, 54)
(86, 97, 98, 87)
(108, 119, 120, 109)
(10, 21, 22, 11)
(32, 43, 44, 33)
(65, 76, 77, 66)
(76, 87, 88, 77)
(87, 98, 99, 88)
(109, 120, 121, 110)
;

set K :=
(89, 90)
(1, 2)
(1, 12)
(45, 46)
(56, 57)
(67, 68)
(36, 37)
(47, 48)
(58, 59)
(82, 83)
(82, 93)
(94, 95)
(95, 106)
(105, 106)
(104, 115)
(115, 116)
(7, 18)
(17, 18)
(30, 31)
(30, 41)
(10, 11)
(11, 22)
;

param d :=	
1 12 13 2	3
23 34 35 24	3
45 56 57 46	3
56 67 68 57	3
78 89 90 79	3
90 101 102 91	1
101 112 113 102	2
3 14 15 4	2
36 47 48 37	3
47 58 59 48	3
58 69 70 59	2
69 80 81 70	2
4 15 16 5	1
15 26 27 16	1
70 81 82 71	1
81 92 93 82	1
103 114 115 104	2
27 38 39 28	3
49 60 61 50	2
82 93 94 83	3
104 115 116 105	3
6 17 18 7	3
72 83 84 73	2
83 94 95 84	2
94 105 106 95	3
18 29 30 19	0
40 51 52 41	1
62 73 74 63	2
8 19 20 9	1
19 30 31 20	2
30 41 42 31	3
63 74 75 64	3
74 85 86 75	2
107 118 119 108	3
31 42 43 32	2
53 64 65 54	2
86 97 98 87	2
108 119 120 109	1
10 21 22 11	3
32 43 44 33	3
65 76 77 66	2
76 87 88 77	1
87 98 99 88	1
109 120 121 110	1
;

 set S[1] :=
 (1, 2)     
 (2, 13)    
 (13, 14)   
 (14, 3)    
 (3, 4)     
 (4, 5)     
 (5, 6)     
 (6, 17)    
 (17, 18)   
 (18, 7)    
 (7, 8)     
 (8, 9)     
 (9, 10)    
 (10, 11)   
 (11, 22)   
 (22, 21)   
 (21, 20)   
 (20, 31)   
 (31, 30)   
 (30, 41)   
 (41, 42)   
 (42, 43)   
 (43, 32)   
 (32, 33)   
 (33, 44)   
 (44, 55)   
 (55, 54)   
 (54, 53)   
 (53, 52)   
 (52, 51)   
 (51, 62)   
 (62, 73)   
 (73, 72)   
 (72, 61)   
 (61, 60)   
 (60, 49)   
 (49, 38)   
 (38, 39)   
 (39, 28)   
 (28, 27)   
 (27, 26)   
 (26, 25)   
 (25, 36)   
 (36, 37)   
 (37, 48)   
 (48, 47)   
 (47, 58)   
 (58, 59)   
 (59, 70)   
 (70, 81)   
 (81, 80)   
 (80, 91)   
 (91, 92)   
 (92, 103)  
 (103, 114) 
 (114, 113) 
 (113, 112) 
 (112, 101) 
 (101, 90)  
 (90, 89)   
 (89, 78)   
 (78, 79)   
 (79, 68)   
 (68, 67)   
 (67, 56)   
 (56, 57)   
 (57, 46)   
 (46, 45)   
 (45, 34)   
 (34, 35)   
 (35, 24)   
 (24, 23)   
 (23, 12)   
 (12, 1)    
 ;          
            
 set S[2] :=
 (63, 64)   
 (64, 65)   
 (65, 66)   
 (66, 77)   
 (77, 88)   
 (88, 99)   
 (99, 110)  
 (110, 109) 
 (109, 98)  
 (98, 97)   
 (97, 86)   
 (86, 75)   
 (75, 74)   
 (74, 63)   
 ;          
            
 set S[3] :=
 (82, 83)   
 (83, 84)   
 (84, 85)   
 (85, 96)   
 (96, 107)  
 (107, 108) 
 (108, 119) 
 (119, 118) 
 (118, 117) 
 (117, 116) 
 (116, 115) 
 (115, 104) 
 (104, 105) 
 (105, 106) 
 (106, 95)  
 (95, 94)   
 (94, 93)   
 (93, 82)   
 ;
 
 



















