set A :=
(3, 14, 15, 4)
(25, 36, 37, 26)
(47, 58, 59, 48)
(58, 69, 70, 59)
(80, 91, 92, 81)
(91, 102, 103, 92)
(4, 15, 16, 5)
(15, 26, 27, 16)
(26, 37, 38, 27)
(59, 70, 71, 60)
(92, 103, 104, 93)
(27, 38, 39, 28)
(49, 60, 61, 50)
(71, 82, 83, 72)
(28, 39, 40, 29)
(39, 50, 51, 40)
(7, 18, 19, 8)
(51, 62, 63, 52)
(73, 84, 85, 74)
(84, 95, 96, 85)
(95, 106, 107, 96)
(19, 30, 31, 20)
(30, 41, 42, 31)
(96, 107, 108, 97)
(64, 75, 76, 65)
(75, 86, 87, 76)
(108, 119, 120, 109)
(10, 21, 22, 11)
(21, 32, 33, 22)
(32, 43, 44, 33)
(43, 54, 55, 44)
(54, 65, 66, 55)
(87, 98, 99, 88)
;

set K :=
(89, 90)
(100, 101)
(111, 112)
(100, 111)
(90, 101)
(58, 69)
(59, 70)
(59, 60)
(60, 71)
(82, 83)
(72, 83)
(73, 74)
(84, 85)
(95, 96)
(106, 107)
(64, 65)
(75, 76)
(86, 87)
(10, 11)
(11, 22)
;

param d :=	
12 23 24 13	3
45 56 57 46	2
89 100 101 90	3
100 111 112 101	3
24 35 36 25	1
35 46 47 36	2
68 79 80 69	1
79 90 91 80	2
90 101 102 91	2
3 14 15 4	2
25 36 37 26	2
47 58 59 48	2
58 69 70 59	3
80 91 92 81	2
91 102 103 92	2
4 15 16 5	2
15 26 27 16	2
26 37 38 27	0
59 70 71 60	3
92 103 104 93	2
27 38 39 28	2
49 60 61 50	2
71 82 83 72	3
28 39 40 29	2
39 50 51 40	1
7 18 19 8	2
51 62 63 52	2
73 84 85 74	3
84 95 96 85	3
95 106 107 96	3
19 30 31 20	2
30 41 42 31	1
96 107 108 97	2
64 75 76 65	3
75 86 87 76	3
108 119 120 109	2
10 21 22 11	3
21 32 33 22	2
32 43 44 33	2
43 54 55 44	2
54 65 66 55	2
87 98 99 88	2
;	

 set S[1] :=
 (1, 2)     
 (2, 3)     
 (3, 4)     
 (4, 5)     
 (5, 16)    
 (16, 27)   
 (27, 28)   
 (28, 17)   
 (17, 6)    
 (6, 7)     
 (7, 18)    
 (18, 19)   
 (19, 30)   
 (30, 29)   
 (29, 40)   
 (40, 39)   
 (39, 38)   
 (38, 49)   
 (49, 50)   
 (50, 61)   
 (61, 62)   
 (62, 51)   
 (51, 52)   
 (52, 53)   
 (53, 42)   
 (42, 31)   
 (31, 20)   
 (20, 21)   
 (21, 10)   
 (10, 11)   
 (11, 22)   
 (22, 33)   
 (33, 32)   
 (32, 43)   
 (43, 54)   
 (54, 55)   
 (55, 66)   
 (66, 77)   
 (77, 88)   
 (88, 87)   
 (87, 86)   
 (86, 75)   
 (75, 76)   
 (76, 65)   
 (65, 64)   
 (64, 63)   
 (63, 74)   
 (74, 73)   
 (73, 84)   
 (84, 85)   
 (85, 96)   
 (96, 95)   
 (95, 106)  
 (106, 107) 
 (107, 108) 
 (108, 97)  
 (97, 98)   
 (98, 99)   
 (99, 110)  
 (110, 109) 
 (109, 120) 
 (120, 119) 
 (119, 118) 
 (118, 117) 
 (117, 116) 
 (116, 115) 
 (115, 104) 
 (104, 103) 
 (103, 92)  
 (92, 81)   
 (81, 82)   
 (82, 83)   
 (83, 72)   
 (72, 71)   
 (71, 60)   
 (60, 59)   
 (59, 70)   
 (70, 69)   
 (69, 58)   
 (58, 47)   
 (47, 48)   
 (48, 37)   
 (37, 36)   
 (36, 35)   
 (35, 46)   
 (46, 45)   
 (45, 34)   
 (34, 23)   
 (23, 24)   
 (24, 13)   
 (13, 12)   
 (12, 1)    
 ;          
            
 set S[2] :=
 (14, 25)   
 (25, 26)   
 (26, 15)   
 (15, 14)   
 ;          
            
 set S[3] :=
 (56, 57)   
 (57, 68)   
 (68, 67)   
 (67, 56)   
 ;          
            
 set S[4] :=
 (78, 79)   
 (79, 80)   
 (80, 91)   
 (91, 102)  
 (102, 113) 
 (113, 112) 
 (112, 111) 
 (111, 100) 
 (100, 101) 
 (101, 90)  
 (90, 89)   
 (89, 78)   
 ;
 
 set S[5] :=
 (1, 2)     
 (2, 3)     
 (3, 14)    
 (14, 25)   
 (25, 26)   
 (26, 15)   
 (15, 4)    
 (4, 5)     
 (5, 6)     
 (6, 7)     
 (7, 18)    
 (18, 19)   
 (19, 30)   
 (30, 29)   
 (29, 40)   
 (40, 39)   
 (39, 38)   
 (38, 49)   
 (49, 50)   
 (50, 61)   
 (61, 62)   
 (62, 51)   
 (51, 52)   
 (52, 53)   
 (53, 42)   
 (42, 31)   
 (31, 20)   
 (20, 21)   
 (21, 10)   
 (10, 11)   
 (11, 22)   
 (22, 33)   
 (33, 32)   
 (32, 43)   
 (43, 54)   
 (54, 55)   
 (55, 66)   
 (66, 77)   
 (77, 88)   
 (88, 99)   
 (99, 110)  
 (110, 109) 
 (109, 120) 
 (120, 119) 
 (119, 118) 
 (118, 117) 
 (117, 116) 
 (116, 105) 
 (105, 104) 
 (104, 93)  
 (93, 92)   
 (92, 81)   
 (81, 82)   
 (82, 83)   
 (83, 72)   
 (72, 71)   
 (71, 60)   
 (60, 59)   
 (59, 70)   
 (70, 69)   
 (69, 58)   
 (58, 47)   
 (47, 48)   
 (48, 37)   
 (37, 36)   
 (36, 35)   
 (35, 46)   
 (46, 57)   
 (57, 68)   
 (68, 67)   
 (67, 56)   
 (56, 45)   
 (45, 34)   
 (34, 23)   
 (23, 24)   
 (24, 13)   
 (13, 12)   
 (12, 1)    
 ;          
            
 set S[6] :=
 (16, 27)   
 (27, 28)   
 (28, 17)   
 (17, 16)   
 ;          
            
 set S[7] :=
 (63, 74)   
 (74, 73)   
 (73, 84)   
 (84, 85)   
 (85, 96)   
 (96, 95)   
 (95, 106)  
 (106, 107) 
 (107, 108) 
 (108, 97)  
 (97, 98)   
 (98, 87)   
 (87, 86)   
 (86, 75)   
 (75, 76)   
 (76, 65)   
 (65, 64)   
 (64, 63)   
 ;          
            
 set S[8] :=
 (78, 79)   
 (79, 80)   
 (80, 91)   
 (91, 102)  
 (102, 103) 
 (103, 114) 
 (114, 113) 
 (113, 112) 
 (112, 111) 
 (111, 100) 
 (100, 101) 
 (101, 90)  
 (90, 89)   
 (89, 78)   
 ; 

 set S[9] :=
 (1, 2)     
 (2, 3)     
 (3, 14)    
 (14, 25)   
 (25, 26)   
 (26, 15)   
 (15, 4)    
 (4, 5)     
 (5, 6)     
 (6, 7)     
 (7, 8)     
 (8, 19)    
 (19, 30)   
 (30, 31)   
 (31, 32)   
 (32, 21)   
 (21, 10)   
 (10, 11)   
 (11, 22)   
 (22, 33)   
 (33, 44)   
 (44, 43)   
 (43, 42)   
 (42, 53)   
 (53, 54)   
 (54, 55)   
 (55, 66)   
 (66, 77)   
 (77, 88)   
 (88, 87)   
 (87, 86)   
 (86, 75)   
 (75, 76)   
 (76, 65)   
 (65, 64)   
 (64, 63)   
 (63, 74)   
 (74, 73)   
 (73, 84)   
 (84, 85)   
 (85, 96)   
 (96, 95)   
 (95, 106)  
 (106, 107) 
 (107, 108) 
 (108, 97)  
 (97, 98)   
 (98, 99)   
 (99, 110)  
 (110, 109) 
 (109, 120) 
 (120, 119) 
 (119, 118) 
 (118, 117) 
 (117, 116) 
 (116, 115) 
 (115, 114) 
 (114, 113) 
 (113, 112) 
 (112, 111) 
 (111, 100) 
 (100, 101) 
 (101, 90)  
 (90, 89)   
 (89, 78)   
 (78, 79)   
 (79, 80)   
 (80, 91)   
 (91, 102)  
 (102, 103) 
 (103, 104) 
 (104, 105) 
 (105, 94)  
 (94, 93)   
 (93, 92)   
 (92, 81)   
 (81, 82)   
 (82, 83)   
 (83, 72)   
 (72, 71)   
 (71, 60)   
 (60, 59)   
 (59, 70)   
 (70, 69)   
 (69, 58)   
 (58, 47)   
 (47, 48)   
 (48, 37)   
 (37, 36)   
 (36, 35)   
 (35, 46)   
 (46, 57)   
 (57, 68)   
 (68, 67)   
 (67, 56)   
 (56, 45)   
 (45, 34)   
 (34, 23)   
 (23, 24)   
 (24, 13)   
 (13, 12)   
 (12, 1)    
 ;          
             
 set S[10] :=
 (16, 27)    
 (27, 28)    
 (28, 29)    
 (29, 18)    
 (18, 17)    
 (17, 16)    
 ;           
             
 set S[11] :=
 (38, 49)    
 (49, 50)    
 (50, 61)    
 (61, 62)    
 (62, 51)    
 (51, 52)    
 (52, 41)    
 (41, 40)    
 (40, 39)    
 (39, 38)    
 ;


























